ID,text,sentiment
6.14423E+17,#artcubed @stockleyacademy students day @NationalGallery #stockleyart #proudteacher http://t.co/DaI5AA8cp9,nocode
6.11794E+17,#FollowFriday @sistersofmoon @sewingcircus @SewBloominHappy @tateliverpool @FACT_Liverpool @LarksVintage http://t.co/eFoF3qsJjK,not-relevant
6.15158E+17,Remember #Waterloo @BritishMuseum satiric prints show http://t.co/CFKiu266QH or explore #IFPDA http://t.co/RNFAGjI0Lo http://t.co/u5V29POeJJ,nocode
6.13783E+17,This de Hooch 'Courtyard of a House in Delft' us quite simply my favorite painting in @NationalGallery Thanks for placing it center stage.,happy
6.14137E+17,Termas: Underwater Throne photos taken by Ian Kingsnorth of my recent performance @Tate_StIves http://t.co/2ClcmROoh8 http://t.co/WhXjHh6PdA,nocode
6.15139E+17,* @hist_astro @britishmuseum It looks like there's some #ArtisticLicence involved in that sketch of #SummerSolstice #sunrise at #Stonehenge.,nocode
6.1125E+17,"@PlymouthMuseum new exhibition http://t.co/uZD8O51WOe  Famous 5 http://t.co/EDVCFIXDVy  btw, #7sTurns10 - @7Stories: http://t.co/cgUdCxkDhc",nocode
6.14779E+17,"Yes! ❤💛💚💙💜“@V_Septembre: #LoveWins 🌈  Georges #Seurat - Étude pour ""Baigneurs à Asnières"", @NationalGallery, 1883 http://t.co/8jmdOVoJb1”",nocode
6.12603E+17,@ladywhitepeace1 @britishmuseum actually the longest day this year will be June 30th when the next leap second will be added at 23:59:60,not-relevant
6.11971E+17,A @heritagelottery grant helped us acquire 'Whistlejacket' in 1997. Learn more: http://t.... http://t.co/DrJOxGFsXp via @NationalGallery,happy
6.14115E+17,@HackneyAbbott @NationalGallery @johnmcdonnellMP @pcs_union London London London,not-relevant
6.14761E+17,@britishmuseum It's amazing! You're always so up to date! The best museum in the world! Thanks!,happy
6.14433E+17,#indigenousAustralia @britishmuseum moving exh about effect of colonisation &amp; documents the peoples' fight for rights to their 'country'.,nocode
6.15491E+17,Have you seen the #sand in the #paint? @NationalGallery   The #Beach at #Trouville (1870) by Claude #Monet http://t.co/66wZL3xCpn,nocode
6.14408E+17,@FitzMuseum_UK Yum! 😀,happy
6.123E+17,{ @britishmuseum } #Korea #China #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics http://t.co/wjMdbqJKKM,nocode
6.13296E+17,@britishmuseum Of course! Nothing more and nothing less than the eye of Horus! Greetings!,happy
6.10881E+17,"@kdastgirkhan @NationalGallery u didn't respond to my compliments,earlier?",nocode
6.11536E+17,@DerekSharplol @britishmuseum for the peninsula wars and the 1st defeat of Napolean.,nocode
6.1224E+17,@britishmuseum well deserved. Congrats!,happy
6.14942E+17,@britishmuseum loved the exhibition today! My mum especially loved it! X,happy
6.12965E+17,@MicroPasts @britishmuseum task 40821 of Foreign Weapons before starting my real job for the day - happy Monday! http://t.co/4tU8k7lgRi,happy
6.1413E+17,@RoyalMintUK @NationalGallery @OrdnanceSurvey @RoyalMail All vital and profitable national institutions. Don't let the #Tories sell them off,not-relevant
6.14382E+17,User testing and 3D printing @RAMMuseum,nocode
6.15153E+17,@britishmuseum @GerardAraud Lenin's favourite painter,nocode
6.13314E+17,I got 10/10 in 'Can you guess the artwork?' http://t.co/jyDiunjQg3 #arthistorydegree #wellworthit @NationalGallery @Tate @NatGalleryAus,happy
6.15136E+17,@NationalGallery @sladurantaye And Rubens' Massacre of the Innocents @agotoronto http://t.co/S6JyNp1cLr,nocode
6.12576E+17,@HolbornDining one of the most delicious coffee's ever @RosewoodLondon before tackling the Greek exhibition @britishmuseum,nocode
6.10456E+17,#AskTheGallery How much did @NationalGallery spend on employing CIS to staff the Rembrandt Exhibition and the Sainsbury Wing?,not-relevant
6.12284E+17,This is how a show should be hung. Don't miss Christopher Williams' The Production Line of Happiness @_TheWhitechapel http://t.co/6GIaHBKSXD,nocode
6.12273E+17,A young friend has drawn us a great pic of @kettlesyard inside and out with his new @archiveshub pencil #CastleHill15 http://t.co/kAxZ2Vi2c8,happy
6.10833E+17,@ReclaimOurBard @pcs_union @NationalGallery : Culture? Funded by the P.R. budget? DO ME A FAVOUR. I wouldn't go there if you paid me.,disgust|angry
6.13034E+17,@Peter_Bridgman got a painting in London Open at @_TheWhitechapel and couple of paintings in Reality at @walkergallery - both open mid July,nocode
6.13033E+17,Artist Larissa Sansour discusses the use of sci-fi in her films @_thewhitechapel 27 June with @FL_FLAMIN @Film_London http://t.co/TR3VI57skn,nocode
6.10436E+17,@nationalgallery #AskTheGallery When will you be re-instating Candy Udwin? Why should the arts be subject to private profit?,angry
6.14449E+17,Patients of Sharp Ward are enjoying historic views of the city thanks to @PlymouthMuseum http://t.co/TIx8wplLu9 http://t.co/x0H2a5lkHy,happy
6.11534E+17,"Rosetta Stone ""@britishmuseum: .@SenderosP example of what the Napoleonic Wars brought out of Egypt #Waterloo200 http://t.co/SX7ks6lwwn”",nocode
6.10481E+17,@Rossy__RORO   It is also a privilege to have the great @NationalGallery in London it is truly wonderful #arttherapy,happy
6.12308E+17,@Aisling_Pash @schemaly @britishmuseum Are you encouraging them to violate men's privacy? Assault! This woman's advocating assault!,disgust|angry
6.12243E+17,@NationalGallery The bird cage to represent infancy. The instrument to represent youth . The Armour to represent strength and manhood,nocode
6.08374E+17,Fantastic to be in London today speaking @ACEnterprises event. Met lovely people from @GH_Sudbury &amp; @CamUnivMuseums http://t.co/3uM1n3njPF,happy
6.1134E+17,"@NationalGallery It's a bright but cloudy day. If the sun is behind a cloud, there wouldn't be a lot of shadow, maybe?",not-relevant
6.11116E+17,open source Events CMS @southbankcentre  - could this be what @CamUnivMuseums needs?  @robgethers #culturegeek,nocode
6.10751E+17,#askthegallery What do you take more pride in: Hanging classic artwork or hanging your staff out to dry? @NationalGallery,angry
6.13062E+17,"@NationalGallery The 2nd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland",not-relevant
6.14342E+17,"""Crisis Through the Ages"" topic of our one-day conference. Booking is free but mandatory. Thx! @ManeyArchaeo @wellcometrust @britishmuseum",nocode
6.12153E+17,Walking through the #British #museum #London @britishmuseum @StreetArtLondon @bcn_arte #Art @DallasMuseumArt  : https://t.co/z9i1tR2Dy4,nocode
6.13831E+17,"Excited for discussions on the potential, practicalities &amp;challenges of museum archival research #museumarchive @britishmuseum event in July",happy
6.118E+17,@Hellboy919 @AboutLondon @MadameTussauds @BateauxLondon @britishmuseum @Camdencoffee @ThamesRIBExp @thamesclippers @EmiratesAirLDN thank you,happy
6.10741E+17,Thanks to Lucy &amp; co. New Rhythms Through New Eyes going up in the Education studio @kettlesyard in prep for Saturday! http://t.co/DMWyOwiy23,happy
6.14852E+17,Wonderful book from trip to the @britishmuseum today. Such a fun way to improve on geography knowledge! #maps http://t.co/JYYzIcGp4U,happy
6.11578E+17,"I'm at @NationalGallery in London, Greater London https://t.co/6XTeuY6JEb",nocode
6.11622E+17,"In London @nationalgallery, a beautiful Vermeer #inarttours #masterpieces https://t.co/VukC9cOZkD",happy
6.10762E+17,.@NationalGallery ignores questions on sponsorship fees received from Shell. No surprises. #Artwash https://t.co/sTcbuC1dhz,disgust
6.14369E+17,CEO N Chandra welcomed 450 guests to the TCS UK reception which featured 400 yrs of #shakespeare magic @britishmuseum http://t.co/b0DR7pBRnK,nocode
6.13315E+17,Jackson Pollock @tateliverpool http://t.co/mLll6yHSd8 http://t.co/m2nk96LqCV,nocode
6.14548E+17,"@ATG_Editorial at the #SoFAA dinner listening to the wonderful main speaker, Tim Knox of @FitzMuseum_UK",happy
6.14112E+17,Fantastic @johnmcdonnellMP standing up for workers @NationalGallery #noprivatisation while @edvaizey sits on fence! http://t.co/QzBYpUAtQt,angry
6.15211E+17,Enjoyed a couple of hours in side the British Museum @britishmuseum lonelyplanet #summer #NotSoSunny… https://t.co/BHGoPi3c8T,happy
6.14734E+17,not long till the blind spots exhibition! #jacksonpollock @tateliverpool 😍,happy
6.12851E+17,Lo viste? El tuit más popular de hoy entre las personas que sigo http://t.co/L5gaYeSWie por @britishmuseum,nocode
6.13744E+17,"@britishmuseum you have incredibly helpful staff here, from security team to support staff in rooms and galleries! #greatservice",happy
6.11622E+17,Amazing job team @britishmuseum - @periscopeco 2 in the bag. Massive thanks to @thehistoryguy. Happy #Waterloo200 peeps!,happy
6.13749E+17,.@CarolineLucas can you attend adjournment debate tomorrow #noprivatisation @NationalGallery #reinstatecandy @NGNotForSale @PCSCultureGroup,nocode
6.13082E+17,@RAMMuseum / Exeter Redcoats ready for the @rugbyworldcup coming to @SandyParkExeter @RWC2015Exeter pic @maustinpics http://t.co/chHI9ZylF3,nocode
6.13033E+17,"After his defeat at Waterloo, Napoleon abdicated for the second time http://t.co/bRUD9bNgj6  via @britishmuseum http://t.co/5SlVORrunq",nocode
6.15233E+17,.@maxmara Art Prize winner Corin Sworn creates a new large-scale installation @_TheWhitechapel http://t.co/RFTa1anHVt http://t.co/oGF4ir0B1K,nocode
6.1195E+17,"6 years ago today, the greatest museum opened: the #acropolismuseum. @britishmuseum #givethemback #elginmarbles #greece",happy
6.14101E+17,@britishmuseum Spartan! Do you suppose some knew when to pose?,nocode
6.1368E+17,BEATRICE GIBSON will present her new film THIS SATURDAY @_TheWhitechapel @FL_FLAMIN Book now: http://t.co/0rDWW3zHKv http://t.co/zQQTulLM3J,nocode
6.13126E+17,@britishmuseum @krisevans @adamlambert,not-relevant
6.1299E+17,Had an excellent lunchtime visit to @britishmuseum with @theresecoen this afternoon for the #DefiningBeauty exhibition.,happy
6.14058E+17,The perfect location to wear #VanessaGounden ... The @britishmuseum's Great Court #WearableART #Artivism http://t.co/RAAvlb1AcW,happy
6.14308E+17,@pennyprileszky @stockleyacademy @NationalGallery whole trip free!,happy
6.10706E+17,.@nationalgallery Reinstate Candy after tribunal success #AskTheGallery @PCSCultureGroup http://t.co/hiQ6QFT8o0,nocode
6.10679E+17,#ThemePark #Leisure Second phase of Cornwallâs Tate St Ives steams ahead @Tate_StIves @ILoveCornwallUK @BAMC... http://t.co/Rc35aNAPXI,nocode
6.13126E+17,@britishmuseum @MrsSymbols @adamlambert,nocode
6.14384E+17,Praise for @tateliverpool  https://t.co/QlriENJBiV,happy
6.10744E+17,@NationalGallery what is the scope of getting some of the art and ideally complete exhibitions outside London? NW maybe  #AskTheGallery,nocode
6.15253E+17,"...and @BritishMuseum have the Sutton Hoo Anglo-Saxon hoard, including the iconic helmet. Striking up close. http://t.co/gipigjfNAy",happy
6.11807E+17,Looking forward to seeing the Australia exhibition at @britishmuseum soon. My take on the Ancient Greece exhibit: http://t.co/ef2NOvoJJY,happy
6.12309E+17,@Canton_Chris that or piss @schemaly @britishmuseum,not-relevant
6.14573E+17,Evidence ?@RieHepworth @PaulKindersley @NTHepburn @kettlesyard  correct Christopher Wood and correct time frame ? http://t.co/PvbJqWAWmr,nocode
6.10399E+17,#job Development Officer - @RAMMuseum​ in #Exeter - closing date 10 July http://t.co/wL9M2ylIIZ #museumjobs,not-relevant
6.14469E+17,Work experience was great @FitzMuseum_UK http://t.co/qRbr8dBsGr,happy
6.1545E+17,@britishmuseum I'm curious to know what is the story behind this unsettling display? http://t.co/7yhqISLHSx,nocode
6.14357E+17,Frans Hals; We replaced the heavy 70s pastiche with a  Dutch 17th century rosewood moulding frame. @NationalGallery http://t.co/g0yhYbE0Pp,nocode
6.14477E+17,@RAMMuseum Thanks to Tom for helping me study Bronze Age metalwork this week for my #phd. Read about my visit here: http://t.co/O4kjQaxQd9,happy
6.11468E+17,"My ToI Q&amp;A: W/writer,filmmaker &amp; first woman head of  @NationalGallery @RothschildHan on 'The Improbability of Love': http://t.co/6UgzVuXY5W",nocode
6.14752E+17,@britishmuseum the trail has disappeared from that linked page.,not-relevant
6.13736E+17,Henry VIII crowned king #onthisday 1509.19th-century portrait (after Holbein) http://t.co/6g35yBbQqu http://t.co/XltevLY0Qh @britishmuseum,nocode
6.13685E+17,"@WMNNews @Tate_StIves haven't seen the garden yet but will soon. I'm a fan, that's what I am!! Rhyme of the day http://t.co/NchNHWoJJA",happy
6.14389E+17,Visitors like 3D weather. Millionth @RAMMuseum visitor today! http://t.co/nmJMxf2XFw,happy
6.11863E+17,Get in the mood for #Pollock &amp; make some Jazzy Drips with the family http://t.co/WT31sacD13  @tateliverpool http://t.co/Ocn1AP9LPs,nocode
6.15296E+17,@_TheWhitechapel  : Cover Ulysses-nya Joyce karya Matisse : http://t.co/IoubnWlnCB,nocode
6.14373E+17,Ancient lives new discoveries @britishmuseum @VernonSys http://t.co/Kz7VujoSl4,nocode
6.14731E+17,"@wzaparte Ich fürchte dass auch dann die Leute nicht kommen würden. Siehe Text, warum. @DerSPIEGEL @MuseeLouvre @britishmuseum",not-relevant
6.12772E+17,The most erotic painting in The @NationalGallery  No! not the Bronzino!-- but--'Leda &amp; the Swan' after Michealangleo http://t.co/rOLeopUrOJ,happy|surprise
6.12216E+17,@Tate_StIves hear hear. Super interesting,happy
6.12947E+17,@NationalGallery Apart from the obvious skull? No idea!,nocode
6.12637E+17,"@BBC_Culture @PlymouthMuseum Oh dear, why not Dame Laura Knight? Surely 'The Beach' should be in this list!",sad
6.15229E+17,@FitzMuseum_UK http://t.co/LRg6D2CIvu,nocode
6.11238E+17,Following on from the UK's newest royal baby @NationalGallery posts painting of original Queen Charlotte: https://t.co/wtBa6Gfai1,nocode
6.11668E+17,"Ooh, this looks good - Jackson Pollock exhibition opens @tateliverpool 30th June http://t.co/74WzAzjotq http://t.co/1CQzS3x3Kl",happy
6.11902E+17,Nothing to do with football this one... its just a tiny bit exciting @tateliverpool #Pollock http://t.co/TUmZb6F7Gp,happy
6.14163E+17,TY / M @Seygnovert Also follow @LoudenStudio @NYAcademyofArt @NationalGallery 2017 Abstract Film Program,nocode
6.10814E+17,@NationalGallery EXPO BOISSONNET FRENCH ARTIST PARIS 2016   1958 http://t.co/Zjkmp4cpXm,nocode
6.14405E+17,"Piero della Francesca, The #Baptism of #Christ 1448–50 #London @NationalGallery tempera su tavola cm 168×116 #river http://t.co/Se8YCaxtsB",not-relevant
6.0856E+17,#ILoveMuseums as they provide fantastic opportunities to #ExploreYourSubject as a prospective applicant for #university! @CamUnivMuseums,happy
6.11884E+17,Castle Hill Open Day – @kettlesyard http://t.co/Cqd05Eqbm5,nocode
6.13304E+17,Fantastic performance by Kerry Yong after @beatricegibson film as part of @FL_FLAMIN evnt on Sat @_theWhitechapel http://t.co/IDkceOIoB6,happy
6.10751E+17,.@NationalGallery #AskTheGallery http://t.co/xUWjRy64jU,nocode
6.11528E+17,@britishmuseum @JHGHendriks Wasn't that the Grand Old Duke of York?,nocode
6.11986E+17,@britishmuseum smooch!,nocode
6.14775E+17,#ARTiculation speakers are presenting @britishmuseum with @arthistorians  http://t.co/pM6OT0phoN,nocode
6.14388E+17,@britishmuseum सुडौल ख़ूबसूरती,nocode
6.14123E+17,"I'll be talking about The Greeks in Southern Italy at @britishmuseum tomorrow, Rm 73, 1.15pm. Happy memories of #Gravina #archaeology",happy
6.11572E+17,One of my favourite artefacts from one of my favourite museums @MAACambridge ! https://t.co/vsc3l73QuR,happy
6.12319E+17,HAPPY BIRTHDAY TO MY MAIN MAN (sorry @DanDiPiero) 400 YEARS YOUNG TODAY (in his great selfie from @NationalGallery) ! http://t.co/zL1yMv4Izb,happy
6.14371E+17,#FF Happy weekend! @CommunityArchae @britishmuseum @PyBossa @chancock_na @joshuathogue,happy
6.10754E+17,@NationalGallery Lovely choice!,happy
6.15503E+17,"Jackson pollock and Glenn Ligon opening tomorrow at @tateliverpool great combo, both beautiful #NotToBeMissed",happy
6.11491E+17,@_TheWhitechapel @mitpress @monoskop http://t.co/dTz66QJhGz,nocode
6.12232E+17,@emmalbowkett @_TheWhitechapel Its Best thing about photography I guess :),happy
6.13092E+17,"""@britishmuseum: Ancient Egyptians placed amulets onto mummies to harness supernatural powers  They have this eye everywhere.",nocode
6.10831E+17,@kdastgirkhan @nationalgallery hmmmmmmm nice,happy
6.11481E+17,Good to see you yesterday &amp; all the work in progress @flocktognews @wordpressdotcom The @ThelmaHulbert is coming together,happy
6.15082E+17,Looking forward to the #GlennLigon talk at @tateliverpool this afternoon :-),happy
6.12661E+17,"Portrait of Doge Leonardo Loredan - Giovanni Bellini, 1501 (On display @NationalGallery) http://t.co/PedW4mdjJV",nocode
6.13684E+17,Well worth catching before it ends early July #DefiningBeauty @britishmuseum http://t.co/qxIn5W7k9a,happy
6.13757E+17,Come to c it @tateliverpool staying @hotelindigo with @TravelBird_UK &amp; choose to go on #dazzleferry @MerseyFerries  https://t.co/B0UM0raumJ,nocode
6.11566E+17,"Tomorrow I'll have a London #art day, starting @TPGallery , then @britishmuseum and afterwards the @royalacademy . A strong dose of art! :-)",happy
